"MouseID","AKT_N","AMPKA_N","APP_N","BDNF_N","BRAF_N","Bcatenin_N","CAMKII_N","CREB_N","DSCR1_N","DYRK1A_N","ELK_N","ERK_N","GSK3B_N","ITSN1_N","JNK_N","MEK_N","MTOR_N","NR1_N","NR2A_N","NR2B_N","P38_N","PKCA_N","RSK_N","SOD1_N","TRKA_N","pAKT_N","pBRAF_N","pCAMKII_N","pCREB_N","pELK_N","pERK_N","pJNK_N","pMEK_N","pMTOR_N","pNR1_N","pNR2A_N","pNR2B_N","pNUMB_N","pPKCAB_N","pRSK_N","ADARB1_N","ARC_N","AcetylH3K9_N","BAD_N","BAX_N","BCL2_N","Behavior","CDK5_N","CaNA_N","EGR1_N","ERBB4_N","GFAP_N","Genotype","GluR3_N","GluR4_N","H3AcK18_N","H3MeK4_N","IL1B_N","NUMB_N","P3525_N","P70S6_N","PSD95_N","RAPTOR_N","RRP1_N","S6_N","SHH_N","SNCA_N","SYP_N","TIAM1_N","Tau_N","Treatment","Ubiquitin_N","class","nNOS_N","pCASP9_N","pCFOS_N","pGSK3B_N","pGSK3B_Tyr216_N","pP70S6_N","pPKCG_N","pS6_N"
"3534_15","0.68847539","0.334633854","0.361344538","0.317226891","0.364945978","1.903361345","0.450480192","0.24909964","0.635354142","0.327130852","0.917166867","1.842737095","1.025510204","0.517406963","0.267406963","0.271608643","0.473589436","2.216986795","3.167767107","0.584333733","0.474489796","0.298619448","0.235294118","0.591236495","0.745798319","0.322328932","0.199879952","4.350840336","0.2469988","1.652460984","0.385654262","0.37785114","0.350540216","0.852941176","0.797118848","0.75060024","1.648859544","0.325030012","1.193877551","0.43817527","1.091050411","0.143904064","0.061514546","0.168110149","0.159449256","0.173439929","S/C","0.303575394","1.213191206","0.203864091","0.169886742","0.109260493","Ts65Dn","0.184765712","0.105485232","0.210802629","0.2811491493333333","0.623584277","0.149233844","0.320008883","1.01065956","2.649344881","0.31092437","0.168554297","0.320675105","0.216966467","0.216300244","0.445258716","0.389555822","0.183211193","Memantine","1.639129469","t-SC-m","0.203864091","1.891183655","0.124361537","0.157894737","0.919609149","0.405762305","1.817677104","0.143904064"
"293_12","0.603641457","0.306522609","0.363345338","0.274509804","0.263905562","1.944177671","0.370748299","0.206282513","0.573229292","0.226490596","0.980992397","2.065626251","0.926770708","0.478991597","0.221488595","0.2484994","0.397559024","2.087635054","2.906162465","0.530812325","0.354141657","0.269707883","0.18467387","0.946978792","0.62705082","0.259303721","0.19027611","3.491596639","0.231092437","1.106842737","0.273309324","0.317326931","0.293917567","0.74909964","0.774109644","0.743097239","1.43677471","0.294317727","0.926170468","0.488195278","1.115747567","0.138307284","0.849896786","0.136832793","0.177381303","0.126363904","S/C","0.259510469","1.254792097","0.196402241","0.189324683","0.136095547","Ts65Dn","0.188439988","0.118254202","0.453553524","0.316425833","0.648333825","0.176496609","0.296520201","0.873193748","2.50339133","0.300120048","0.190651725","0.553524034","0.219846653","0.158507815","0.489973459","0.361744698","0.418902978","Memantine","1.450014745","t-SC-m","0.183869065","1.839722796","0.113830728","0.174137423","0.842819227","0.332132853","1.564730168","0.138307284"
"3415_12","0.546644845","0.356301146","0.334042553","0.258428805","0.361538462","1.714238953","0.304091653","0.163011457","0.50589198","0.42913257","0.89787234","1.912602291","1.125204583","0.563175123","0.231914894","0.241571195","0.44599018","2.028150573","3.542553191","0.528641571","0.425040917","0.315548282","0.132733224","0.271522095","0.60294599","0.214075286","0.176759411","3.165139116","0.167430442","1.217675941","0.579214403","0.300490998","0.286579378","0.639443535","0.753027823","0.659574468","1.331587561","0.34304419","1.717675941","0.476759411","1.315717444","0.131592799","0.104642594","0.167912412","0.162438151","0.120960101","C/S","0.264448889","1.405726919","0.171070639","0.167386041","0.128434572","Control","0.245604801","0.105695336","0.118222971","0.173702495","0.540372671","0.170544268","0.328245078","0.777029161","2.24781556","0.322094926","0.144752079","0.365617433","0.243078219","0.172228656","0.371618065","0.399509002","0.17433414","Memantine","1.133803558","c-CS-m","0.184861564","1.444467839","0.143067691","0.153489841","0.937467102","0.426186579","2.039267291","0.131592799"
"3500_15","0.559222846","0.323970037","0.384129213","0.280898876","0.251170412","1.582162921","0.3417603","0.234316479","0.638108614","0.254681648","0.887640449","1.555009363","0.85159176","0.424859551","0.212078652","0.252106742","0.450140449","1.875","2.769662921","0.648642322","0.505383895","0.284878277","0.157069288","0.507724719","0.542134831","0.236657303","0.195224719","4.558988764","0.187265918","1.22261236","0.341994382","0.32326779","0.281132959","0.787453184","0.726357678","0.783941948","1.299391386","0.326310861","1.092462547","0.415964419","1.154844607","0.126142596","0.137842779","0.247349177","0.168921389","0.214442413","S/C","0.303656307","1.135283364","0.326142596","0.146800731","0.127239488","Control","0.283546618","0.160329068","0.242961609","0.291590494","0.627605119","0.147897623","0.290493601","0.843875686","2.371480804","0.343164794","0.1976234","0.32321755","0.203656307","0.21535649","0.48190128","0.439606742","0.167641682","Memantine","1.361060329","c-SC-m","0.181170018","1.684095064","0.17440585","0.152102377","0.788848263","0.367743446","1.653016453","0.126142596"
"3498_3","0.733678546","0.368260737","0.469692355","0.339729922","0.7776424","2.31678343","0.338613057","0.169864961","0.518631333","0.880698548","1.651538227","3.307036247","1.436389481","1.065387349","0.242968829","0.256777338","0.391105696","2.308457711","4.363894812","0.501573764","0.284495888","0.267336785","0.153619657","0.319423292","0.728398822","0.176972281","0.156056452","1.875215758","0.212305818","2.17240329","1.437100213","0.2777947","0.223169865","0.682099706","0.791755508","0.67580465","1.772870342","0.374454259","1.535993502","0.358615088","0.95391924","0.116508314","0.095368171","0.097684086","0.181532067","0.1177210953333333","C/S","0.311876485","1.502909739","0.114964371","0.149109264","0.113954869","Ts65Dn","0.1945962","0.121496437","0.08236342","0.104928741","0.425653207","0.225118765","0.250653207","1.139192399","2.375771971","0.269570515","0.14192399","0.64192399","0.208669834","0.13675772","0.32280285","0.400852878","0.243289786","Saline","1.040380048","t-CS-s","0.226900238","1.339251781","0.09067696","0.157422803","0.756591449","0.152908925","0.931353919","0.116508314"
"3522_15","0.575671181","0.328106439","0.4297933","0.360893324","0.46044191","1.877643146","0.454739843","0.223093371","0.578047042","0.481111903","0.928961749","1.891423141","1.252554051","0.665478736","0.276075077","0.261107151","0.389403659","2.097172725","3.537894987","0.487051556","0.323354716","0.39914469","0.199097173","0.321929199","0.698740794","0.245664053","0.207650273","5.720598717","0.217391304","1.480636731","0.596816346","0.32739368","0.311000238","0.634354954","0.719648373","0.562366358","1.3886909","0.344024709","2.327156094","0.539795676","1.054702809","0.102057479","0.293598955","0.21260614","0.173742652","0.18354017","C/S","0.285924233","1.512083605","0.217994775","0.145003266","0.136838668","Ts65Dn","0.184519922","0.098791639","0.225016329","0.261267146","0.470444154","0.157740039","0.270084912","0.599934683","1.876387982","0.296507484","0.192357936","0.532331809","0.218484651","0.155780536","0.473056826","0.393917795","0.160842587","Memantine","1.091606793","t-CS-m","0.157086871","1.214402351","0.149248857","0.198726323","0.832135859","0.618199097","2.153167864","0.102057479"
"3520_8","0.603254068","0.333854819","0.387046308","0.331195244","0.557259074","2.087765957","0.363110138","0.182571965","0.475907384","0.603723404","1.054599499","2.436639549","1.445244055","0.72324781","0.250625782","0.267365457","0.419117647","2.433667084","3.897371715","0.578692115","0.357478098","0.372653317","0.189299124","0.293022528","0.752033792","0.272841051","0.207603254","3.526595745","0.195869837","1.590738423","0.716051314","0.321182728","0.297090113","0.717928661","0.855913642","0.620150188","1.538642053","0.360607009","2.301470588","0.54928035","1.444992768","0.128307666","0.248957713","0.160895091","0.165915086","0.12107547","C/S","0.314302731","1.4021101","0.174083213","0.161575768","0.123287671","Control","0.225474347","0.117672084","0.168978133","0.1765178666666666","0.520122522","0.188802859","0.336935251","0.973538671","2.319748149","0.277221527","0.148813069","0.596273292","0.232706543","0.155024249","0.491704246","0.36514393","0.229898749","Memantine","1.310388837","c-CS-m","0.217050966","1.736407726","0.114353782","0.156470688","0.935761082","0.559292866","2.445673445","0.128307666"
"50810B_10","0.553374463","0.301551692","0.391288091","0.255748738","0.318751168","1.64273696","0.318564218","0.138343616","0.560104692","0.483454851","0.904842027","2.221723687","1.105066368","0.652271453","0.193681062","0.214619555","0.424191438","1.936623668","3.149373715","0.484015704","0.323424939","0.239484016","0.120209385","0.27182651","0.549822397","0.190876799","0.141708731","1.610955319","0.149560666","1.355580482","0.663675453","0.254627033","0.180594504","0.654140961","0.749111984","0.496167508","1.340811367","0.380257992","1.123948402","0.344550383","0.849368097","0.083798247","0.053854036","0.12045998","0.112034612","0.101445975","C/S","0.263691222","0.980872139","0.151428897","0.110326768","0.106911078","Ts65Dn","0.159398839","0.089035637","0.113514744","0.134805875","0.386314471","0.189229193","0.215530001","0.839576455","1.511784128","0.277435035","0.145052943","0.448593875","0.155869293","0.116702721","0.306728908","0.392409796","0.143572811","Saline","0.830809518","t-CS-s","0.107024935","1.131048617","0.107821929","0.116247296","0.614027098","0.156851748","0.702721166","0.083798247"
"3424_14","0.806709757","0.372730071","0.382887042","0.33056325","0.412434595","2.020006156","0.464142813","0.234533703","0.677131425","0.340412435","1.152662358","2.106494306","1.082179132","0.496768236","0.288088643","0.315789474","0.503539551","2.364419821","2.95567867","0.640504771","0.509695291","0.297322253","0.230532472","1.023084026","0.729763004","0.278239458","0.255771006","2.653431825","0.247768544","1.518621114","0.465989535","0.355801785","0.358571868","0.772853186","0.807940905","0.717451524","1.600800246","0.305324715","1.164973838","0.452446907","1.131137352","0.136523721","0.073337477","0.1830298246666666","0.158690698","0.144023029","S/C","0.28879221","1.302050963","0.2274719293333333","0.169049099","0.127615496","Control","0.191008908","0.095090118","0.211311374","0.257880788","0.727781231","0.153718666","0.323389269","0.897451833","2.424280091","0.312403817","0.168427595","0.288170706","0.344313238","0.200745805","0.515434017","0.376423515","0.18873006","Saline","1.340169878","c-SC-s","0.193702092","1.74663352","0.168427595","0.162834058","1.048684483","0.370575562","1.347006422","0.136523721"
"294_4","0.65607186","0.348764899","0.367593712","0.299533598","0.286577993","2.29607877","0.362584211","0.175332527","0.543617205","0.321299015","1.079461047","2.333909138","1.182933149","0.485576093","0.244947314","0.262048713","0.482294006","2.504404906","4.161513215","0.565209881","0.51839696","0.291242011","0.165140784","0.542926239","0.675418898","0.234237347","0.186042494","5.23838314","0.206253239","1.250993263","0.39436863","0.334945586","0.265676283","0.835204699","0.919502505","0.902573847","1.854378995","0.32682674","1.172395923","0.40663327","1.016898416","0.134897644","0.07387022","0.1377589843333333","0.17777134","0.1148255593333333","S/C","0.277423716","1.028679027","0.195538818","0.156913866","0.109115489","Control","0.261587486","0.141077636","0.157149552","0.188779452","0.599459251","0.17612978","0.254152182","1.159038239","2.485901893","0.302297461","0.144360757","0.258594052","0.258690614","0.161162611","0.479818463","0.39557782","0.152954809","Memantine","1.464561607","c-SC-m","0.193124759","1.696407879","0.12379297","0.135187331","0.895616068","0.439454137","1.603997683","0.134897644"
"3483_14","0.556878049","0.323121951","0.376","0.24195122","0.309853659","1.452878049","0.306731707","0.152780488","0.247804878","0.425365854","0.957073171","1.576","1.021268293","0.587121951","0.203512195","0.199219512","0.328195122","1.740878049","2.48897561","0.266926829","0.317853659","0.262634146","0.135414634","0.269268293","0.508487805","0.173073171","0.15902439","1.787121951","0.167609756","1.186731707","0.465170732","0.21795122","0.192585366","0.299121951","0.642536585","0.416195122","1.092487805","0.299902439","1.613073171","0.394536585","0.558335801","0.095202843","0.370002961","0.180781759","0.156203731","0.13414273","C/S","0.229049452","1.070772875","0.208765176","0.143026355","0.126591649","Ts65Dn","0.194995558","0.092981937","0.183446846","0.227568848","0.481492449","0.162274208","0.302191294","0.686704175","1.696031981","0.268487805","0.187148357","0.436778206","0.219721646","0.171453953","0.306040865","0.378926829","0.193514954","Saline","1.069736452","t-CS-s","0.158868818","1.163754812","0.168788866","0.141545751","0.759253776","0.443121951","2.111933669","0.095202843"
"294_15","0.685602351","0.387202089","0.432908913","0.362389814","0.367613451","2.04733921","0.495266079","0.275220372","0.666666667","0.314397649","0.972902383","1.954293177","1.121123082","0.495266079","0.281096964","0.303623898","0.612471433","2.510610513","3.522363696","0.704538035","0.66993144","0.329089128","0.218739798","0.606594842","0.720535423","0.317662422","0.279464577","4.945478289","0.246163892","1.447600392","0.425399935","0.378060725","0.344760039","0.981717271","0.933725106","0.89193601","1.75481554","0.410708456","1.158667973","0.461638916","0.874662793","0.138410459","0.06017846","0.2196894149999999","0.151068686","0.2126425123333333","S/C","0.309815314","1.096908072","0.307740195","0.169537248","0.118281801","Control","0.263540154","0.134882756","0.194116351","0.322888566","0.627723594","0.137995435","0.308777755","0.900809297","2.337414401","0.403852432","0.155426437","0.230753268","0.30504254","0.221207719","0.530815522","0.471106758","0.147956007","Memantine","1.469184478","c-SC-m","0.185308155","1.671508612","0.150238639","0.133845196","0.8400083","0.526934378","1.497613613","0.138410459"
"365_4","0.73203658","0.369139207","0.345187981","0.316156191","0.250834664","2.235012339","0.360719988","0.16577152","0.581797068","0.287850196","1.369865002","2.878647119","1.215270721","0.510378865","0.266076354","0.284801858","0.474234287","2.375381042","4.036434896","0.566990855","0.452460444","0.308462767","0.17404558","0.776745536","0.72231093","0.228770504","0.182174481","4.541878357","0.209174046","1.250544346","0.360139353","0.356510379","0.296414574","0.83147046","0.914065902","0.902888663","1.731455944","0.338220351","1.240528379","0.451734649","0.943870797","0.135204307","0.140323008","0.1439414","0.206071838","0.1209672813333333","S/C","0.304121437","1.183037684","0.199276322","0.166710793","0.104492101","Control","0.231577089","0.111640632","0.1800278703333333","0.1813293076666666","0.56279234","0.2025417","0.281440297","1.198305533","2.570999912","0.300769342","0.151178184","0.363251258","0.173065043","0.162386374","0.512399612","0.386122804","0.196363957","Memantine","1.43950225","c-SC-m","0.20077663","1.669137764","0.113846968","0.142705851","0.904421499","0.35912324","1.608860648","0.135204307"
"3491_8","0.696447095","0.331950207","0.424144191","0.313407676","0.290197095","2.340119295","0.343231328","0.189315353","0.553423237","0.347121369","1.15223029","2.648080913","1.083506224","0.565093361","0.237162863","0.293568465","0.42155083","2.157157676","3.305108921","0.51063278","0.379797718","0.357105809","0.153267635","0.627723029","0.699299793","0.24598029","0.174792531","5.19878112","0.235736515","1.219657676","0.404175311","0.327411826","0.288770747","0.759465768","0.770228216","0.779823651","1.466026971","0.355679461","1.569242739","0.545383817","1.212906873","0.131087957","0.237460625","0.17648009","0.192472337","0.140941766","S/C","0.318714159","1.431225265","0.1720378","0.167272434","0.118649544","Ts65Dn","0.201760762","0.12640336","0.172522413","0.193360795","0.547936354","0.182376222","0.304337291","1.060092077","2.328971812","0.326504149","0.17349164","0.343429448","0.232937566","0.152814797","0.571278572","0.405082988","0.246506744","Saline","1.3859139","t-SC-s","0.18924158","1.789920039","0.115338018","0.170745497","0.963896293","0.377204357","2.582505452","0.131087957"
"3502_6","0.943479802","0.510985117","0.420623671","0.394223955","0.299787385","2.743444366","0.551381999","0.238660524","0.729801559","0.302090716","1.371545004","2.82919915","1.291105599","0.57902197","0.290219702","0.334691708","0.589829908","2.651842665","5.603472714","0.734231042","0.519844082","0.35453579","0.209425939","0.855953225","0.898121899","0.312189936","0.247873848","4.035967399","0.271438696","1.640148831","0.331856839","0.402374203","0.368710135","0.980333097","0.96172927","0.979447201","1.941176471","0.433026223","1.564138909","0.529234585","1.70790479","0.144872172","0.183269664","0.1488864533333333","0.199921638","0.135174846","S/C","0.318248604","1.04956411","0.208933294","0.173572338","0.126359095","Ts65Dn","0.199235968","0.137133901","0.163483201","0.1949579103333333","0.518268195","0.20736605","0.305906553","1.105495151","2.543246155","0.423635719","0.178959741","0.383974924","0.22107944","0.174160055","0.454892742","0.519135365","0.218532667","Memantine","1.6045646","t-SC-m","0.189244784","1.52933686","0.103732001","0.163679107","0.793711431","0.476789511","1.810069546","0.144872172"
"3491_7","0.711671088","0.337002653","0.431167109","0.3433687","0.331830239","2.375729443","0.351856764","0.183289125","0.563262599","0.372281167","1.242838196","2.793501326","1.121087533","0.577851459","0.24137931","0.288859416","0.428249337","2.235676393","3.409814324","0.515517241","0.418435013","0.374005305","0.165649867","0.6066313","0.717108753","0.253448276","0.179575597","5.382891247","0.236870027","1.372546419","0.420026525","0.337665782","0.303846154","0.785809019","0.782360743","0.791246684","1.506233422","0.35265252","1.779708223","0.533156499","1.194927936","0.124832638","0.22903048","0.168149957","0.183744192","0.127431677","S/C","0.308813105","1.324328582","0.157438765","0.161612979","0.118689454","Ts65Dn","0.199574703","0.129636922","0.166732299","0.187760888","0.524769631","0.179648736","0.284082854","1.071749232","2.25888005","0.341246684","0.167047334","0.353390565","0.212176105","0.142238324","0.543120422","0.414986737","0.233598488","Saline","1.399306923","t-SC-s","0.173978105","1.781444436","0.113727652","0.166811058","0.920296133","0.391909814","2.635819485","0.124832638"
"3605_11","0.723332468","0.369841682","0.48429795","0.332208669","0.392681028","2.112120426","0.453412925","0.214118868","0.697638204","0.381261355","0.937451337","1.922657669","1.137036076","0.596937451","0.252270958","0.290942123","0.51570205","2.268102777","3.773423307","0.647806904","0.606021282","0.341032961","0.205554114","0.657669349","0.734233065","0.286789515","0.237736828","4.581105632","0.232026992","1.346742798","0.424604205","0.352193096","0.317934077","0.932779652","0.815208928","0.694523748","1.645990138","0.383856735","1.191798598","0.44355048","1.214206261","0.158747815","0.110757985","0.2141262566666666","0.180359129","0.1829089893333333","S/C","0.308596854","1.085174003","0.2510166706666666","0.174161767","0.120451295","Ts65Dn","0.278404577","0.150007945","0.192138319","0.255998729","0.689337359","0.160177976","0.281741618","0.89337359","2.574129986","0.371917986","0.164945177","0.308437947","0.256952169","0.197838869","0.49102177","0.455229691","0.186874305","Memantine","1.529159383","t-SC-m","0.184649611","1.752423328","0.161608136","0.154457334","0.992690291","0.438100182","1.434768791","0.158747815"
"3516_4","0.744919411","0.307498248","0.313665032","0.264470918","0.199859846","2.055641205","0.329642607","0.190469516","0.490960056","0.224246671","1.233496847","1.989348283","0.782480729","0.387386125","0.2033637","0.225788367","0.398598458","2.059985985","3.420042046","0.550946041","0.414856342","0.270777856","0.140014015","0.686755431","0.564120533","0.184442887","0.160616678","3.545059566","0.208829713","0.966503153","0.25311843","0.271478626","0.230133146","0.713524877","0.789488437","0.749824807","1.468675543","0.269376314","0.789067975","0.447652418","1.02169864","0.131775005","1.030359471","0.170236543","0.172844105","0.136431365","S/C","0.265505681","1.110448873","0.209536226","0.175824176","0.133171913","Control","0.2642019","0.133078786","0.419502367","0.343639411","0.641087726","0.179549264","0.274818402","0.932669026","2.419072453","0.27091801","0.184764388","0.542838517","0.220059601","0.168746508","0.435928478","0.329782761","0.47429689","Saline","1.127863662","c-SC-s","0.178059229","1.595641646","0.130657478","0.154032408","0.738778171","0.336229853","1.327155895","0.131775005"
"3414_11","0.50066654","0.308703104","0.429251571","0.327937536","0.665397067","2.065320891","0.334602933","0.206055989","0.533612645","0.625976005","0.86326414","2.189868596","1.410398019","0.806893925","0.265473243","0.269472481","0.3625976","2.217863264","3.52161493","0.467720434","0.302799467","0.313464102","0.176728242","0.313273662","0.746143592","0.236526376","0.190059036","2.103599314","0.208150828","1.661016949","0.757760427","0.269853361","0.262426205","0.610169492","0.697962293","0.394591506","1.336316892","0.301656827","1.468672634","0.487335746","0.823055592","0.099168097","0.154760333","0.132576258","0.158853823","0.1215585406666666","C/S","0.263567939","1.706985343","0.136801796","0.134689027","0.10920375","Ts65Dn","0.205862934","0.099564241","0.123464941","0.17403935","0.425987059","0.151855275","0.264492275","0.782516836","2.377129275","0.252332889","0.143272151","0.343985211","0.194374752","0.115542057","0.363924469","0.34164921","0.182490427","Memantine","0.99590651","t-CS-m","0.165456226","1.201241252","0.1083515686666666","0.161362736","0.863594348","0.443725005","1.819886439","0.099168097"
"3520_12","0.579032584","0.320785266","0.376846792","0.335357215","0.569925116","1.862780814","0.364703501","0.195304594","0.554746003","0.523578223","0.942319369","2.094110504","1.39708561","0.701477434","0.272819267","0.272819267","0.418943534","2.283748229","3.163124874","0.535316738","0.369763206","0.368346489","0.182554139","0.303987047","0.716251771","0.262092694","0.1969237","3.073669298","0.207447885","1.538959725","0.728799838","0.317749443","0.301153613","0.722121028","0.831208257","0.583889901","1.406800243","0.356203198","2.17243473","0.537947784","1.265581068","0.101804124","0.227975633","0.17900656","0.150656045","0.128397376","C/S","0.29475164","1.579311153","0.172446111","0.142924086","0.116096532","Control","0.212628866","0.10262418","0.181818182","0.1866490333333333","0.463448922","0.172563261","0.290885661","0.874531396","2.161199625","0.2825339","0.146438613","0.589034677","0.262535145","0.128045923","0.442361762","0.341226472","0.203608247","Memantine","1.17373477","c-CS-m","0.192478913","1.524601687","0.155810684","0.162956888","0.986527648","0.637522769","2.446813496","0.101804124"
"294_10","0.721271394","0.407769628","0.445531106","0.34338495","0.323010052","2.170877479","0.434392828","0.208367291","0.632165173","0.33930997","1.036674817","2.179299104","1.188264059","0.521325727","0.270578647","0.304808476","0.569410486","2.550937245","3.437109481","0.638413475","0.633523499","0.32192339","0.201303993","0.61206194","0.706873132","0.271936974","0.220320565","5.197500679","0.239337137","1.499864167","0.433034501","0.379788101","0.320021733","0.939690302","0.902200489","0.901385493","1.856017387","0.398533007","1.205107308","0.456669383","0.909597326","0.130351743","0.063982174","0.2196894149999999","0.160114595","0.1560332329999999","S/C","0.300015916","1.076874105","0.250676428","0.152634092","0.107910234","Control","0.261976763","0.13608149","0.194116351","0.243673404","0.597166958","0.142607035","0.265796594","0.970555467","2.406016234","0.372724803","0.147540984","0.220754417","0.274550374","0.188285851","0.481776222","0.470795979","0.139583002","Memantine","1.438325641","c-SC-m","0.18844501","1.622473341","0.1577272","0.137673086","0.878083718","0.541157294","1.508992519","0.130351743"
"3481_11","0.723495058","0.378256963","0.368823001","0.312893082","0.264150943","2.209568733","0.390386343","0.18328841","0.619721473","0.293126685","1.080188679","2.238544474","0.992138365","0.472821204","0.25359389","0.273135669","0.506963163","2.466981132","3.780772686","0.586927224","0.489892183","0.27785265","0.181266846","1.00853549","0.698787062","0.244384546","0.196316262","2.806828392","0.213162624","1.115678347","0.326145553","0.327268643","0.27425876","0.787735849","0.885669362","0.78032345","1.688005391","0.301212938","1.104447439","0.401168014","1.135872049","0.134805788","0.108910891","0.214927647","0.176389947","0.128296775","S/C","0.302056359","1.212947449","0.284691546","0.1687738","0.118964204","Control","0.304341203","0.16770754","0.200152323","0.2085762123333333","0.623000762","0.170449353","0.312566641","0.905407464","2.59375476","0.308625337","0.171667936","0.252703732","0.280274181","0.188728104","0.497334349","0.433063792","0.180350343","Saline","1.291546078","c-SC-s","0.19634425","1.668392993","0.142117289","0.14897182","0.812033511","0.350628931","1.163442498","0.134805788"
"3415_8","0.604448491","0.357310094","0.367976067","0.299947971","0.38280437","2.021331946","0.288241415","0.150494277","0.521201873","0.485691988","1.060483871","2.380723205","1.284469303","0.629682622","0.220603538","0.229968783","0.446540062","2.31776795","4.150104058","0.552419355","0.363943809","0.327783559","0.132674298","0.287200832","0.635796046","0.204604579","0.15153486","3.572320499","0.163891779","1.290712799","0.685744017","0.281867846","0.230489074","0.665972945","0.854318418","0.779656608","1.529786681","0.342741935","2.098985432","0.496097815","1.430984755","0.125587145","0.112402143","0.144128554","0.178986403","0.106386485","C/S","0.283971982","1.485702513","0.160939431","0.161104244","0.124927895","Control","0.245076226","0.121302019","0.122043675","0.17000412","0.534569427","0.188215904","0.320148331","0.807086939","2.307869798","0.302029136","0.150144211","0.409064689","0.235929131","0.158714462","0.412937783","0.375","0.170333745","Memantine","1.141161928","c-CS-m","0.189287186","1.55434693","0.136959209","0.159373712","0.948825711","0.370707596","2.015327565","0.125587145"
"3525_4","0.827881041","0.454275093","0.516728625","0.403841388","0.324039653","2.704584882","0.401610905","0.195043371","0.663816605","0.412267658","1.426641884","3.400743494","1.288104089","0.645848823","0.267038414","0.310408922","0.528376704","2.594052045","5.178686493","0.650929368","0.473605948","0.402973978","0.171871128","0.516232962","0.834200743","0.288228005","0.188104089","6.860346964","0.242750929","1.393432466","0.432465923","0.36133829","0.339776952","0.887980173","0.859479554","0.763444857","1.785625774","0.439281289","2.118587361","0.524659232","1.653458366","0.144539237","0.240146654","0.15624339","0.1959388","0.108369174","S/C","0.30832687","1.126489459","0.158993161","0.177042939","0.121060424","Ts65Dn","0.189311147","0.13431573","0.159204682","0.172671508","0.497779031","0.185151237","0.332440245","0.947895368","2.373334273","0.367286245","0.151096383","0.458083621","0.235775224","0.160191779","0.468659663","0.523915737","0.221391807","Saline","1.601494747","t-SC-s","0.216879363","1.629486004","0.112106042","0.167665515","0.91045618","0.656505576","2.519636184","0.144539237"
"294_2","0.649855149","0.343429023","0.356333948","0.289043982","0.263760864","2.42164867","0.332499342","0.1494601","0.502765341","0.305504346","1.156570977","2.482617856","1.155649197","0.488543587","0.227548064","0.262707401","0.459178299","2.495654464","4.329734001","0.532657361","0.434158546","0.278245984","0.145114564","0.553068212","0.680142218","0.226757967","0.164998683","5.354227021","0.211614432","1.288912299","0.397945747","0.313932052","0.255596524","0.860811167","0.909007111","0.935475375","1.894521991","0.303792468","1.170924414","0.41440611","1.105087573","0.127682159","0.074986731","0.1287668023333333","0.177951323","0.112832623","S/C","0.264841914","0.982182121","0.178482068","0.151110774","0.103192054","Control","0.250360149","0.13867617","0.123663264","0.187049814","0.562817499","0.178482068","0.264159527","1.182121465","2.471605125","0.283908349","0.136325726","0.279551141","0.25847297","0.149442717","0.462354993","0.370950751","0.139661839","Memantine","1.402077489","c-SC-m","0.195920843","1.724619001","0.122147244","0.128061263","0.861551293","0.376876481","1.588141633","0.127682159"
"3488_1","0.845942064","0.384486474","0.377064879","0.331817094","0.24922193","2.74922193","0.360426143","0.143763467","0.51029447","0.31757242","1.674407469","2.669499641","1.022983002","0.509815657","0.223605458","0.253531243","0.481086904","2.70457266","4.196911659","0.592171415","0.490902562","0.28357673","0.145080201","1.395618865","0.686497486","0.194038784","0.16219775","3.553028489","0.258558774","1.938831697","0.345223845","0.294110606","0.248743117","0.875508738","0.997246828","0.965525497","1.833253531","0.27747187","1.143164951","0.419918602","1.081883117","0.13012987","0.131363636","0.130649351","0.178246753","0.117077922","S/C","0.257597403","0.967012987","0.171818182","0.147207792","0.111623377","Control","0.26012987","0.144220779","0.128896104","0.156298701","0.537402597","0.189935065","0.289220779","0.996103896","2.337142857","0.296265262","0.149220779","0.367337662","0.253181818","0.161948052","0.424350649","0.391788365","0.175584416","Saline","1.175","c-SC-s","0.186233766","1.321038961","0.127142857","0.134025974","0.753831169","0.344625329","1.161428571","0.13012987"
"3504_12","0.431242638","0.286660777","0.327885748","0.261925795","0.566843345","1.586130742","0.235865724","0.143404005","0.42270318","0.657391048","0.710689046","1.507803298","1.154446408","0.730418139","0.178886926","0.182567727","0.332891637","1.850853946","2.544169611","0.406360424","0.367196702","0.234540636","0.117932862","0.233951708","0.492196702","0.15753828","0.130594817","1.773262662","0.166961131","1.478062426","0.808745583","0.183745583","0.187279152","0.522232038","0.633981154","0.312720848","1.100265018","0.2651649","1.058303887","0.426678445","0.849599775","0.10855217","0.206572111","0.173992417","0.164864485","0.12793147","C/S","0.244909423","1.426625474","0.184945935","0.149557646","0.112203342","Ts65Dn","0.250105322","0.115292796","0.176660581","0.20685297","0.474512007","0.152085381","0.277067828","0.822356411","2.114731077","0.244699647","0.151944952","0.464681927","0.219772504","0.143800028","0.331835416","0.336866902","0.225670552","Memantine","0.97050976","t-CS-m","0.175396714","1.30543463","0.146889482","0.166549642","0.922482797","0.396937574","1.612413987","0.10855217"
